,CodCte,RucCte,NomCte,CodTipCte
1215,20190685285,20190685285,MUNICIPALIDAD DISTRITAL DE CALQUIS,
1216,20190690793,20190690793,MUNICIPALIDAD DISTRITAL DE LUYA VIEJO,
1217,20190690874,20190690874,MUNICIPALIDAD DISTRITAL DE CONILA,
1218,20190691251,20190691251,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE CHETO,
1219,20190702988,20190702988,MUNICIPALIDAD DISTRITAL DE YUYAPICHIS,
1220,20190793681,20190793681,MUNICIPALIDAD DISTRITAL DE ARENAL,
1221,20191015178,20191015178,MUNICIPALIDAD DISTRITAL DE ALIS,
1222,20191015925,20191015925,MUNICIPALIDAD DISTRITAL DE ANTA - ACOBAMBA,
1223,20191017111,20191017111,MUNICIPALIDAD DISTRITAL DE HUACLLAN,
1224,20191017201,20191017201,MUNICIPALIDAD PROVINCIAL DE AIJA,
1225,20191025726,20191025726,MUNICIPALIDAD DISTRITAL DE SHANAO,
1226,20191030649,20191030649,MUNICIPALIDAD DISTRITAL DE OCANA,
1227,20191043546,20191043546,MUNICIPALIDAD DISTRITAL DE PAUCARTAMBO,
1228,20191045671,20191045671,GOBIERNO REGIONAL DE PASCO-SALUD AIS UTES OXAPAMPA,
1229,20191116365,20191116365,MUNICIPALIDAD DISTRITAL DE MANCOS,
1230,20191121288,20191121288,MUNICIPALIDAD DISTRITAL DE SANTO TOMAS DE PATA,
1231,20191121954,20191121954,MUNICIPALIDAD PROVINCIAL DE ACOBAMBA,
1232,20191125275,20191125275,MUNICIPALIDAD DISTRITAL DE PAUCARBAMBA,
1233,20191126751,20191126751,MUNICIPALIDAD DISTRITAL DE TICRAPO,
1234,20191161743,20191161743,MUNICIPALIDAD DISTRITAL DE ALTO LARAN,
1235,20191164173,20191164173,MUNICIPALIDAD DISTRITAL DE CAPILLAS,
1236,20191219415,20191219415,MUNICIPALIDAD DISTRITAL DE CAYNA,
1237,20191237405,20191237405,MUNICIPALIDAD DISTRITAL DE LABERINTO,
1238,20191511825,20191511825,MUNICIPALIDAD DISTRITAL DE CAJACAY,
1239,20191512121,20191512121,MUNICIPALIDAD DISTRITAL DE OLLEROS - HUARAZ,
1240,20191550138,20191550138,MUNICIPALIDAD DISTRITAL DE IRAZOLA,
1241,20191551371,20191551371,GOBIERNO REGIONAL DE LIMA - UNIDAD DE GESTION EDUCATIVA LOCAL UGEL 08 - CANETE,
1242,20191552424,20191552424,MUNICIPALIDAD DISTRITAL DE CCOCHACCASA,
1243,20191570911,20191570911,MUNICIPALIDAD DISTRITAL DE PAIMAS,
1244,20191574665,20191574665,MUNICIPALIDAD DISTRITAL DE PUERTO ETEN,
1245,20191575718,20191575718,MUNICIPALIDAD DISTRITAL DE LLACANORA,
1246,20191577681,20191577681,SOCIEDAD DE BENEFICENCIA PUBLICA DE IQUITOS,
1247,20191592990,20191592990,MUNICIPALIDAD DISTRITAL DE YANAHUAYA,
1248,20191603941,20191603941,MUNICIPALIDAD DISTRITAL DE UCHUMAYO,
1249,20191635630,20191635630,MUNICIPALIDAD DISTRITAL DE AGUA BLANCA,
1250,20191636016,20191636016,MUNICIPALIDAD DISTRITAL DE PASTAZA,
1251,20191636369,20191636369,MUNICIPALIDAD DISTRITAL DE CAHUAPANAS,
1252,20191657447,20191657447,MUNICIPALIDAD PROVINCIAL DE CONTUMAZA,
1253,20191682719,20191682719,MUNICIPALIDAD DISTRITAL DE BARRANCA,
1254,20191693249,20191693249,MUNICIPALIDAD DISTRITAL DE LARIA,
1255,20191711328,20191711328,MUNICIPALIDAD DISTRITAL DE MONSEFU,
1256,20191716397,20191716397,MUNICIPALIDAD DISTRITAL DE ZEPITA,
1257,20191718683,20191718683,MUNICIPALIDAD DISTRITAL DE PATAMBUCO,
1258,20191793898,20191793898,GOBIERNO REGIONAL DE AREQUIPA - AGRICULTURA,
1259,20191802633,20191802633,MUNICIPALIDAD PROVINCIAL DE CONDESUYOS - CHUQUIBAMBA,
1260,20191870710,20191870710,MUNICIPALIDAD DISTRITAL DE PACA,
1261,20191871449,20191871449,MUNICIPALIDAD DISTRITAL DE PAMPA HERMOZA - SATIPO,
1262,20191873492,20191873492,MUNICIPALIDAD DISTRITAL DE SINCOS,
1263,20191874464,20191874464,MUNICIPALIDAD DISTRITAL DE HUERTAS,
1264,20191894228,20191894228,MUNICIPALIDAD DISTRITAL DE NUEVE DE JULIO,
1265,20191894490,20191894490,MUNICIPALIDAD DISTRITAL DE CHAMBARA,
1266,20191894571,20191894571,MUNICIPALIDAD DISTRITAL DE SAN JOSE DE QUERO,
1267,20191908547,20191908547,MUNICIPALIDAD DISTRITAL DE ANDAMARCA,
1268,20191918933,20191918933,MUNICIPALIDAD DISTRITAL DE ALCAMENCA,
1269,20191940513,20191940513,MUNICIPALIDAD DISTRITAL DE CULEBRAS,
1270,20191948093,20191948093,MUNICIPALIDAD DISTRITAL DE HUASMIN,
1271,20191949499,20191949499,MUNICIPALIDAD DISTRITAL DE CATILLUC,
1272,20191954069,20191954069,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE SONCHE,
1273,20191978910,20191978910,MUNICIPALIDAD DISTRITAL DE TOURNAVISTA,
1274,20192041628,20192041628,MUNICIPALIDAD DISTRITAL DE PACOBAMBA,
1275,20192042357,20192042357,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL CHACCRAMPA,
1276,20192048801,20192048801,MUNICIPALIDAD DISTRITAL DE PAMPACHIRI,
1277,20192055416,20192055416,ZONA REGISTRAL NÂ° VI SEDE PUCALLPA,
1278,20192061491,20192061491,MUNICIPALIDAD DISTRITAL DE PAMPA HERMOZA - LORETO,
1279,20192088772,20192088772,MUNICIPALIDAD DISTRITAL DE HUANIPACA,
1280,20192091641,20192091641,MUNICIPALIDAD DISTRITAL DE LUCRE - AYMARAES,
1281,20192140448,20192140448,MUNICIPALIDAD DISTRITAL DE CAPACHICA,
1282,20192145831,20192145831,MUNICIPALIDAD PROVINCIAL DE SANDIA,
1283,20192146055,20192146055,MUNICIPALIDAD DISTRITAL DE COJATA,
1284,20192146641,20192146641,MUNICIPALIDAD PROVINCIAL DE YUNGUYO,
1285,20192207453,20192207453,MUNICIPALIDAD DISTRITAL DE TAMBO - HUAYTARA,
1286,20192215553,20192215553,MUNICIPALIDAD DISTRITAL DE AYAVI,
1287,20192245461,20192245461,MUNICIPALIDAD DISTRITAL DE LA COIPA,
1288,20192383006,20192383006,MUNICIPALIDAD DISTRITAL DE SAN ISIDRO DE HUIRPACANCHA - HUAYTARA,
1289,20192391521,20192391521,MUNICIPALIDAD DISTRITAL DE CHAVIN,
1290,20192401004,20192401004,MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO - CHEPEN,
1291,20192420998,20192420998,MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE CHUCA,
1292,20192439826,20192439826,MUNICIPALIDAD DISTRITAL DE GUZMANGO,
1293,20192751919,20192751919,MUNICIPALIDAD DISTRITAL DE QUIRUVILCA,
1294,20193046551,20193046551,MUNICIPALIDAD PROVINCIAL DE HUARI,
1295,20193051635,20193051635,MUNICIPALIDAD DISTRITAL DE MANCORA,
1296,20193063218,20193063218,MUNICIPALIDAD PROVINCIAL DE SANCHEZ CERRO - OMATE,
1297,20193065938,20193065938,MUNICIPALIDAD DISTRITAL DE ITE,
1298,20193090967,20193090967,MUNICIPALIDAD DISTRITAL DE POSIC,
1299,20193099166,20193099166,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE HUARAL S.A.,
1300,20193104267,20193104267,MUNICIPALIDAD DISTRITAL DE NAHUIMPUQUIO,
1301,20193105662,20193105662,MUNICIPALIDAD DISTRITAL DE PACAYCASA,
1302,20193164677,20193164677,MUNICIPALIDAD DISTRITAL DE PARAS,
1303,20193164758,20193164758,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA - VILCASHUAMAN,
1304,20193174800,20193174800,MUNICIPALIDAD DISTRITAL DE COCHAMAL,
1305,20193184279,20193184279,MUNICIPALIDAD DISTRITAL DE ALONSO DE ALVARADO,
1306,20193188851,20193188851,MUNICIPALIDAD DISTRITAL DE SAN PABLO - BELLAVISTA,
1307,20193220763,20193220763,MUNICIPALIDAD DISTRITAL DE VIRUNDO,
1308,20193227857,20193227857,MUNICIPALIDAD DISTRITAL DE CANCHAQUE,
1309,20193227938,20193227938,MUNICIPALIDAD DISTRITAL DE SONDORILLO,
1310,20193330861,20193330861,MUNICIPALIDAD DISTRITAL DE ACOPAMPA,
1311,20193334262,20193334262,MUNICIPALIDAD PROVINCIAL DE YUNGAY,
1312,20193358790,20193358790,MUNICIPALIDAD DISTRITAL DE HUANCA,
1313,20193443479,20193443479,MUNICIPALIDAD DISTRITAL DE ALTO TAPICHE,
1314,20193505768,20193505768,MUNICIPALIDAD DISTRITAL DE LLUTA,
1315,20193972897,20193972897,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LA VIRGEN,
1316,20193978666,20193978666,MUNICIPALIDAD DISTRITAL DE CASITAS,
1317,20193980644,20193980644,GOBIERNO REGIONAL DE PASCO-SALUD,
1318,20193984712,20193984712,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILLAO,
1319,20193989439,20193989439,MUNICIPALIDAD DISTRITAL DE SAN ANTON,
1320,20193992651,20193992651,MUNICIPALIDAD DISTRITAL DE SAN FRANCISCO DE SANGAYAICO,
1321,20193995242,20193995242,MUNICIPALIDAD DISTRITAL DE YAUCA DEL ROSARIO,
1322,20193999825,20193999825,MUNICIPALIDAD DISTRITAL DE RIO GRANDE - PALPA,
1323,20194048034,20194048034,GOBIERNO REGIONAL DE PASCO-SALUD AIS HOSPITAL DANIEL A.CARRION,
1324,20194058854,20194058854,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,
1325,20194058935,20194058935,MUNICIPALIDAD DISTRITAL DE SARA SARA,
1326,20194063939,20194063939,MUNICIPALIDAD DISTRITAL DE PACHACUTEC,
1327,20194071524,20194071524,MUNICIPALIDAD DISTRITAL DE UNION AGUA BLANCA,
1328,20194077484,20194077484,MUNICIPALIDAD DISTRITAL DE PALCA - TARMA,
1329,20194114789,20194114789,MUNICIPALIDAD DISTRITAL DE MIGUEL IGLESIAS,
1330,20194118342,20194118342,MUNICIPALIDAD DISTRITAL DE MONZON,
1331,20194119403,20194119403,MUNICIPALIDAD DISTRITAL DE PACHAS,
1332,20194167718,20194167718,SOCIEDAD DE BENEFICENCIA PUBLICA DE OTUZCO,
1333,20194180226,20194180226,MUNICIPALIDAD DISTRITAL DE PARATIA,
1334,20194312319,20194312319,MUNICIPALIDAD DISTRITAL DE COCHAS - OCROS,
1335,20194484365,20194484365,JUNTA NACIONAL DE JUSTICIA,
1336,20194597135,20194597135,SOCIEDAD DE BENEFICENCIA PUBLICA DE PALPA,
1337,20194658371,20194658371,MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CHILCAS,
1338,20194695226,20194695226,MUNICIPALIDAD DISTRITAL DE SAYLLA,
1339,20194735201,20194735201,MUNICIPALIDAD DISTRITAL DE PILCUYO,
1340,20194735384,20194735384,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA,
1341,20194742917,20194742917,MUNICIPALIDAD DISTRITAL DE TAMBO DE MORA,
1342,20194772310,20194772310,MUNICIPALIDAD DISTRITAL DE CHUNGUI,
1343,20194773120,20194773120,MUNICIPALIDAD DISTRITAL DE ANCO - LA MAR,
1344,20194799781,20194799781,MUNICIPALIDAD DISTRITAL DE SAN BERNARDINO,
1345,20194799862,20194799862,COMPLEJO TURISTICO BANOS DEL INCA,
1346,20194832746,20194832746,MUNICIPALIDAD DISTRITAL DE LAGUNAS - AYABACA,
1347,20194885271,20194885271,MUNICIPALIDAD DISTRITAL DE COPA,
1348,20194942509,20194942509,MUNICIPALIDAD DISTRITAL DE ARANCAY,
1349,20195103101,20195103101,MUNICIPALIDAD DISTRITAL DE PEBAS,
1350,20195122238,20195122238,MUNICIPALIDAD DISTRITAL DE LOS AQUIJES,
1351,20195189146,20195189146,GOBIERNO REGIONAL DE TACNA-SALUD,
1352,20195198994,20195198994,MUNICIPALIDAD DISTRITAL DE SIMBAL,
1353,20195238961,20195238961,MUNICIPALIDAD DISTRITAL DE PERENE,
1354,20195243299,20195243299,MUNICIPALIDAD DISTRITAL DE SAPALLANGA,
1355,20195252956,20195252956,MUNICIPALIDAD DISTRITAL DE SAN SILVESTRE DE COCHAN,
1356,20195270938,20195270938,MUNICIPALIDAD DISTRITAL DE SAN GABAN,
1357,20195304263,20195304263,SOCIEDAD DE BENEFICENCIA PUBLICA DE GUADALUPE,
1358,20195320111,20195320111,MUNICIPALIDAD DISTRITAL DE QUILCAPUNCU,
1359,20195320463,20195320463,MUNICIPALIDAD DISTRITAL DE PEDRO VILCA APAZA,
1360,20195390674,20195390674,MUNICIPALIDAD DISTRITAL DE MANAS,
1361,20195406937,20195406937,MUNICIPALIDAD DISTRITAL DE PAUCAS,
1362,20195408557,20195408557,MUNICIPALIDAD PROVINCIAL DE ANTONIO RAYMONDI - LLAMELLIN,
1363,20195410373,20195410373,MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE - HUAYLAS,
1364,20195410616,20195410616,MUNICIPALIDAD DISTRITAL DE MASIN,
1365,20195429554,20195429554,MUNICIPALIDAD DISTRITAL DE PACARIN,
1366,20195435791,20195435791,MUNICIPALIDAD DISTRITAL DE PACCARITAMBO,
1367,20195460559,20195460559,MUNICIPALIDAD DISTRITAL DE YANTALO,
1368,20195465356,20195465356,MUNICIPALIDAD DISTRITAL DE MADEAN,
1369,20195485209,20195485209,MUNICIPALIDAD DISTRITAL DE CUSIPATA,
1370,20195499765,20195499765,MUNICIPALIDAD DISTRITAL DE OCONGATE,
1371,20195570061,20195570061,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILAS,
1372,20195570141,20195570141,MUNICIPALIDAD DISTRITAL DE QUINOCAY,
1373,20195571466,20195571466,MUNICIPALIDAD DISTRITAL DE TANTA,
1374,20195577073,20195577073,MUNICIPALIDAD DISTRITAL DE HUAMPARA,
1375,20195690988,20195690988,MUNICIPALIDAD DISTRITAL DE PARINARI,
1376,20195717428,20195717428,MUNICIPALIDAD DISTRITAL DE CONCHUCOS,
1377,20195770663,20195770663,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LICUPIS,
1378,20195966649,20195966649,MUNICIPALIDAD DISTRITAL DE CHAPIMARCA,
1379,20195970751,20195970751,GOBIERNO REGIONAL DE UCAYALI-EDUCACION,
1380,20196021095,20196021095,SOCIEDAD DE BENEFICENCIA PUBLICA DE CUTERVO,
1381,20196029584,20196029584,MUNICIPALIDAD DISTRITAL DE HUANCARAMA,
1382,20196371312,20196371312,MUNICIPALIDAD DISTRITAL DE CAIRANI,
1383,20196425005,20196425005,GOBIERNO REGIONAL DE ANCASH - SALUD UTES HUARAZ HOSPITAL VICTOR RAMOS GUARDIA,
1384,20196625608,20196625608,MUNICIPALIDAD DISTRITAL DE SAN MATEO,
1385,20196785044,20196785044,PERUPETRO S.A.,
1386,20197061333,20197061333,MUNICIPALIDAD DISTRITAL DE SAN BARTOLOME,
1387,20197196000,20197196000,MUNICIPALIDAD DISTRITAL DE POROTO,
1388,20197493632,20197493632,MUNICIPALIDAD DISTRITAL DE ANDARAY,
1389,20197503964,20197503964,MUNICIPALIDAD DISTRITAL DE TAURIA,
1390,20197637901,20197637901,MUNICIPALIDAD DISTRITAL DE ANDABAMBA - SANTA CRUZ,
1391,20197793431,20197793431,MUNICIPALIDAD DISTRITAL DE COCHORCO,
1392,20197929198,20197929198,MUNICIPALIDAD DISTRITAL DE MAZAN,
1393,20197944154,20197944154,MUNICIPALIDAD DISTRITAL DE HUAMBO - CAYLLOMA,
1394,20197968762,20197968762,MUNICIPALIDAD DISTRITAL DE FERNANDO LORES,
1395,20197978725,20197978725,MUNICIPALIDAD DISTRITAL DE TROMPETEROS,
1396,20197990938,20197990938,MUNICIPALIDAD DISTRITAL DE LAGUNAS - ALTO AMAZONAS,
1397,20198022480,20198022480,MUNICIPALIDAD DISTRITAL DE MEJIA,
1398,20198033414,20198033414,MUNICIPALIDAD PROVINCIAL DE CAYLLOMA - CHIVAY,
1399,20198078604,20198078604,MUNICIPALIDAD DISTRITAL DE ANDAGUA,
1400,20198089801,20198089801,MUNICIPALIDAD DISTRITAL DE CACERES DEL PERU,
1401,20198090647,20198090647,MUNICIPALIDAD DISTRITAL DE NEPENA,
1402,20198095444,20198095444,MUNICIPALIDAD DISTRITAL DE HUACASCHUQUE,
1403,20198099199,20198099199,SOCIEDAD DE BENEFICENCIA PUBLICA DE CHIMBOTE,
1404,20198118835,20198118835,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - PALLASCA,
1405,20198130967,20198130967,GOBIERNO REGIONAL DE ANCASH - UNIDAD DE GESTION EDUCATIVA LOCAL SANTA,
1406,20198193454,20198193454,MUNICIPALIDAD DISTRITAL DE CUENCA - HUANCAVELICA,
1407,20198193616,20198193616,MUNICIPALIDAD DISTRITAL DE COROSHA,
1408,20198248372,20198248372,MUNICIPALIDAD DISTRITAL DE HUAROS,
1409,20198250199,20198250199,MUNICIPALIDAD DISTRITAL DE CHAVIN DE HUANTAR,
1410,20198261476,20198261476,GOBIERNO REGIONAL DE UCAYALI - DIRECCION REGIONAL DE SALUD UCAYALI,
1411,20198298710,20198298710,MUNICIPALIDAD DISTRITAL DE PADRE MARQUEZ,
1412,20198352781,20198352781,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO,
1413,20198353915,20198353915,MUNICIPALIDAD DISTRITAL DE QUICHES,
1414,20198357660,20198357660,MUNICIPALIDAD DISTRITAL DE PONTO,
1415,20198432386,20198432386,SOCIEDAD DE BENEFICENCIA PUBLICA DE AYAVIRI - MELGAR,
1416,20198440052,20198440052,MUNICIPALIDAD DISTRITAL DE JACAS CHICO,
1417,20198473147,20198473147,MUNICIPALIDAD DISTRITAL DE VILQUE,
1418,20198476243,20198476243,MUNICIPALIDAD DISTRITAL DE POTONI,
1419,20198498727,20198498727,MUNICIPALIDAD DISTRITAL DE CHANGUILLO,
1420,20198515168,20198515168,MUNICIPALIDAD DISTRITAL DE TATE,
1421,20198524078,20198524078,MUNICIPALIDAD DISTRITAL DE CHUPAMARCA,
1422,20198631401,20198631401,MUNICIPALIDAD DISTRITAL DE SANTA LEONOR,
1423,20198642861,20198642861,MUNICIPALIDAD DISTRITAL DE ASUNCION - CAJAMARCA,
1424,20198652238,20198652238,MUNICIPALIDAD DISTRITAL DE JACAS GRANDE,
1425,20198667260,20198667260,MUNICIPALIDAD DISTRITAL DE MORROPE,
1426,20198676846,20198676846,MUNICIPALIDAD DISTRITAL DE LLIPATA,
1427,20198745244,20198745244,MUNICIPALIDAD DISTRITAL DE SAN MATEO DE OTAO,
1428,20198752453,20198752453,GOBIERNO REGIONAL DE SAN MARTIN-EDUCACION HUALLAGA CENTRAL (UGEL MARISCAL CACERES-JUANJUI),
1429,20198772306,20198772306,MUNICIPALIDAD DISTRITAL DE NUEVA REQUENA,
1430,20198789705,20198789705,MUNICIPALIDAD DISTRITAL DE QUEROCOTO,
1431,20198806481,20198806481,MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS MOLINOS,
1432,20198821951,20198821951,MUNICIPALIDAD DISTRITAL DE PAUCARCOLLA,
1433,20198822842,20198822842,MUNICIPALIDAD DISTRITAL DE OLLARAYA,
1434,20198823903,20198823903,MUNICIPALIDAD DISTRITAL DE HUAYRAPATA,
1435,20198827054,20198827054,MUNICIPALIDAD DISTRITAL DE PUCARA - LAMPA,
1436,20198867609,20198867609,MUNICIPALIDAD DISTRITAL DE RUMISAPA,
1437,20198893359,20198893359,MUNICIPALIDAD DISTRITAL DE ANTAUTA,
1438,20198899802,20198899802,MUNICIPALIDAD DISTRITAL DE ACAS,
1439,20198961966,20198961966,MUNICIPALIDAD DISTRITAL DE PACCHO,
1440,20198964558,20198964558,MUNICIPALIDAD DISTRITAL DE MARIA PARADO DE BELLIDO,
1441,20199160819,20199160819,EMPRESA DE SERVICIO MUNICIPALES DE AGUA POTABLE Y ALCANTARILLADO DE BARRANCA S.A.,
1442,20199165021,20199165021,MUNICIPALIDAD DISTRITAL DE AMOTAPE,
1443,20199187008,20199187008,MUNICIPALIDAD DISTRITAL DE CALANGO,
1444,20199187938,20199187938,GOBIERNO REGIONAL DE AYACUCHO - SALUD SARASARA,
1445,20199189710,20199189710,GOBIERNO REGIONAL DE MADRE DE DIOS-DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES,
1446,20199190050,20199190050,MUNICIPALIDAD DISTRITAL DE IZCUCHACA,
1447,20199190211,20199190211,MUNICIPALIDAD DISTRITAL DE NUEVO OCCORO,
1448,20199238788,20199238788,MUNICIPALIDAD DISTRITAL DE TINICACHI,
1449,20199256417,20199256417,MUNICIPALIDAD DISTRITAL DE ACOLLA,
1450,20199260791,20199260791,MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE OCOPA,
1451,20199261925,20199261925,MUNICIPALIDAD DISTRITAL DE HUARIBAMBA,
1452,20199368053,20199368053,MUNICIPALIDAD DISTRITAL DE RIO TAMBO,
1453,20199405781,20199405781,MUNICIPALIDAD DISTRITAL DE SAN JACINTO,
1454,20199421639,20199421639,MUNICIPALIDAD DISTRITAL DE MALVAS,
1455,20199428994,20199428994,MUNICIPALIDAD DISTRITAL DE MAQUIA,
1456,20199460375,20199460375,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS,
1457,20199460456,20199460456,MUNICIPALIDAD DISTRITAL DE PILPICHACA,
1458,20199462661,20199462661,MUNICIPALIDAD DISTRITAL DE ANCO - CHURCAMPA,
1459,20199463129,20199463129,MUNICIPALIDAD DISTRITAL DE PALCA - HUANCAVELICA,
1460,20199465768,20199465768,MUNICIPALIDAD DISTRITAL DE ACRAQUIA,
1461,20199466063,20199466063,MUNICIPALIDAD DISTRITAL DE PACHAMARCA,
1462,20199470842,20199470842,MUNICIPALIDAD DISTRITAL DE TOMAYKICHWA,
1463,20199503953,20199503953,MUNICIPALIDAD DISTRITAL DE HEROES ALBARACIN CHUCATAMANI,
1464,20199539478,20199539478,MUNICIPALIDAD PROVINCIAL DE CARAVELI,
1465,20199565398,20199565398,GOBIERNO REGIONAL DE PIURA-SALUD LUCIANO CASTILLO COLONNA,
1466,20199641086,20199641086,MUNICIPALIDAD DISTRITAL DE VIRACO,
1467,20199641167,20199641167,MUNICIPALIDAD DISTRITAL DE URACA - CORIRE,
1468,20199643968,20199643968,MUNICIPALIDAD DISTRITAL DE MACHAHUAY,
1469,20199700783,20199700783,SOCIEDAD DE BENEFICENCIA PUBLICA DE CHUQUIBAMBA,
1470,20199706391,20199706391,MUNICIPALIDAD DISTRITAL DE UNON,
1471,20199706471,20199706471,MUNICIPALIDAD DISTRITAL DE HUANCARQUI,
1472,20199725930,20199725930,MUNICIPALIDAD DISTRITAL DE QUILCA,
1473,20199731743,20199731743,MUNICIPALIDAD DISTRITAL DE CALLALLI,
1474,20199759672,20199759672,MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA,
1475,20199800061,20199800061,MUNICIPALIDAD DISTRITAL DE PILCOMAYO,
1476,20199806344,20199806344,MUNICIPALIDAD DISTRITAL DE HUAYUCACHI,
1477,20199817893,20199817893,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CAJAS,
1478,20199818351,20199818351,MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS,
1479,20199828666,20199828666,MUNICIPALIDAD DISTRITAL DE SALPO,
1480,20199856520,20199856520,MUNICIPALIDAD DISTRITAL DE MARIANO DAMASO BERAUN - LAS PALMAS,
1481,20199860551,20199860551,GOBIERNO REGIONAL DE PUNO-PROGRAMA REGIONAL DE RIEGO Y DRENAJE,
1482,20199871677,20199871677,MUNICIPALIDAD DISTRITAL DE MACATE,
1483,20199873378,20199873378,GOBIERNO REGIONAL DE APURIMAC-EDUCACION APURIMAC,
1484,20199896742,20199896742,MUNICIPALIDAD DISTRITAL DE COLONIA,
1485,20199902068,20199902068,MUNICIPALIDAD DISTRITAL DE IBERIA,
1486,20199906306,20199906306,MUNICIPALIDAD DISTRITAL DE SAN JERONIMO - ANDAHUAYLAS,
1487,20199907451,20199907451,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - GRAU,
1488,20199917928,20199917928,GOBIERNO REGIONAL DE APURIMAC-SALUD CHANKA,
1489,20199931599,20199931599,MUNICIPALIDAD DISTRITAL DE CHUPA,
1490,20199932561,20199932561,MUNICIPALIDAD PROVINCIAL DE MOHO,
1491,20199960939,20199960939,MUNICIPALIDAD DISTRITAL DE ALTO BIAVO,
1492,20199984871,20199984871,MUNICIPALIDAD DISTRITAL DE CONDEBAMBA,
1493,20200024410,20200024410,MUNICIPALIDAD DISTRITAL DE TICAPAMPA,
1494,20200028083,20200028083,MUNICIPALIDAD DISTRITAL DE AMASHCA,
1495,20200030908,20200030908,MUNICIPALIDAD DISTRITAL DE SHILLA,
1496,20200032277,20200032277,MUNICIPALIDAD DISTRITAL DE TICLLOS,
1497,20200032781,20200032781,MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA - SIHUAS,
1498,20200033249,20200033249,MUNICIPALIDAD DISTRITAL DE HUANTAR,
1499,20200034211,20200034211,MUNICIPALIDAD DISTRITAL DE RAGASH,
1500,20200034997,20200034997,MUNICIPALIDAD DISTRITAL DE SAN JUAN - SIHUAS,
1501,20200036698,20200036698,MUNICIPALIDAD DISTRITAL DE AQUIA,
1502,20200036931,20200036931,MUNICIPALIDAD DISTRITAL DE LLACLLIN,
1503,20200038470,20200038470,SOCIEDAD DE BENEFICENCIA PUBLICA DE CHACHAPOYAS,
1504,20200042744,20200042744,MUNICIPALIDAD PROVINCIAL DE LEONCIO PRADO - RUPA RUPA,
1505,20200197357,20200197357,MUNICIPALIDAD DISTRITAL DE SAN RAFAEL - AMBO,
1506,20200270968,20200270968,MUNICIPALIDAD DISTRITAL DE PARCOY,
1507,20200320221,20200320221,MUNICIPALIDAD DISTRITAL DE CHARAT,
1508,20200367376,20200367376,MUNICIPALIDAD PROVINCIAL DE SANTA CRUZ,
1509,20200464819,20200464819,MUNICIPALIDAD DISTRITAL DE COYA,
1510,20200468725,20200468725,MUNICIPALIDAD DISTRITAL DE NICASIO,
1511,20200544413,20200544413,MUNICIPALIDAD DISTRITAL DE TUPAC AMARU,
1512,20200554729,20200554729,MUNICIPALIDAD DISTRITAL DE MACHUPICCHU,
1513,20200557159,20200557159,MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO,
1514,20200575645,20200575645,GOBIERNO REGIONAL DE CUSCO - UNIDAD DE SERVICIOS EDUCATIVOS CANCHIS,
1515,20200617585,20200617585,MUNICIPALIDAD DISTRITAL DE CANARIA,
1516,20200622074,20200622074,MUNICIPALIDAD DISTRITAL DE LLAPO,
1517,20200650442,20200650442,MUNICIPALIDAD DISTRITAL DE LIMATAMBO,
1518,20200712146,20200712146,MUNICIPALIDAD DISTRITAL DE ASILLO,
1519,20200716648,20200716648,GOBIERNO REGIONAL DE PUNO - SALUD LAMPA,
1520,20200717024,20200717024,SERVICIO MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE YUNGUYO S.R.L.,
1521,20200737211,20200737211,MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO,
1522,20200757166,20200757166,MUNICIPALIDAD DISTRITAL DE CAYARA,
1523,20200949405,20200949405,MUNICIPALIDAD DISTRITAL DE LLAMA - CHOTA,
1524,20200953691,20200953691,MUNICIPALIDAD PROVINCIAL DE ANTA,
