,CodProSel,CodPip,FacProSel,DesProSel,TipProSel,FecProSel
3082,7045,2182410,PLAN DE CONTINGENCIA,Fecha de Convocatoria,ACTUALIZADA,27/09/2019
3083,7046,2182410,PLAN DE CONTINGENCIA,Fecha de Integracion de Bases,ACTUALIZADA,19/11/2019
3084,7047,2182410,PLAN DE CONTINGENCIA,Fecha de Buena Pro,ACTUALIZADA,29/11/2019
3085,7048,2182410,PLAN DE CONTINGENCIA,Fecha de Suscripcion de Contrato,ACTUALIZADA,30/12/2019
3086,7049,2182517,INFRAESTRUCTURA NATURAL,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/07/2020
3087,7050,2182517,INFRAESTRUCTURA NATURAL,Fecha de Convocatoria,PROGRAMADA,27/07/2020
3088,7051,2182517,INFRAESTRUCTURA NATURAL,Fecha de Integracion de Bases,PROGRAMADA,6/08/2020
3089,7052,2182517,INFRAESTRUCTURA NATURAL,Fecha de Buena Pro,PROGRAMADA,17/08/2020
3090,7053,2182517,INFRAESTRUCTURA NATURAL,Fecha de Suscripcion de Contrato,PROGRAMADA,24/08/2020
3091,7054,2182517,INFRAESTRUCTURA NATURAL,Fecha de Suscripcion de Contrato,ACTUALIZADA,
3092,7055,2182517,INFRAESTRUCTURA NATURAL,Fecha de Convocatoria,ACTUALIZADA,
3093,7056,2182517,INFRAESTRUCTURA NATURAL,Fecha de Buena Pro,ACTUALIZADA,
3094,7057,2182517,INFRAESTRUCTURA NATURAL,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
3095,7058,2182517,INFRAESTRUCTURA NATURAL,Fecha de Integracion de Bases,ACTUALIZADA,
3096,7059,2182598,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,6/08/2019
3097,7060,2182598,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,29/10/2019
3098,7061,2182598,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,19/11/2019
3099,7062,2182598,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,9/12/2019
3100,7063,2182598,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,18/12/2019
3101,7064,2182598,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,6/08/2019
3102,7065,2182598,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,5/11/2019
3103,7066,2182598,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,20/11/2019
3104,7067,2182598,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,10/12/2019
3105,7068,2182598,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,23/12/2019
3106,7079,2182719,infraestructura educativa,Fecha de Convocatoria,PROGRAMADA,3/09/2019
3107,7080,2182719,infraestructura educativa,Fecha de Actuaciones Preparatorias,PROGRAMADA,3/09/2019
3108,7081,2182719,infraestructura educativa,Fecha de Integracion de Bases,PROGRAMADA,9/09/2019
3109,7082,2182719,infraestructura educativa,Fecha de Buena Pro,PROGRAMADA,13/09/2019
3110,7083,2182719,infraestructura educativa,Fecha de Suscripcion de Contrato,PROGRAMADA,3/12/2019
3111,7084,2182719,infraestructura educativa,Fecha de Convocatoria,ACTUALIZADA,3/09/2019
3112,7085,2182719,infraestructura educativa,Fecha de Actuaciones Preparatorias,ACTUALIZADA,3/09/2019
3113,7086,2182719,infraestructura educativa,Fecha de Integracion de Bases,ACTUALIZADA,9/09/2019
3114,7087,2182719,infraestructura educativa,Fecha de Buena Pro,ACTUALIZADA,13/09/2019
3115,7088,2182719,infraestructura educativa,Fecha de Suscripcion de Contrato,ACTUALIZADA,3/12/2019
3116,7149,2183026,OBRAS CIVILES,Fecha de Actuaciones Preparatorias,PROGRAMADA,9/04/2019
3117,7150,2183026,OBRAS CIVILES,Fecha de Convocatoria,PROGRAMADA,12/04/2019
3118,7151,2183026,OBRAS CIVILES,Fecha de Integracion de Bases,PROGRAMADA,23/04/2019
3119,7152,2183026,OBRAS CIVILES,Fecha de Buena Pro,PROGRAMADA,30/04/2019
3120,7153,2183026,OBRAS CIVILES,Fecha de Suscripcion de Contrato,PROGRAMADA,22/05/2019
3121,7154,2183026,OBRAS CIVILES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,9/04/2019
3122,7155,2183026,OBRAS CIVILES,Fecha de Convocatoria,ACTUALIZADA,12/04/2019
3123,7156,2183026,OBRAS CIVILES,Fecha de Integracion de Bases,ACTUALIZADA,23/04/2019
3124,7160,2189160,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,6/10/2019
3125,7161,2189160,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,7/10/2019
3126,7162,2189160,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,14/10/2019
3127,7163,2189160,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,21/10/2019
3128,7164,2189160,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,20/11/2019
3129,7165,2189160,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,6/10/2019
3130,7166,2189160,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,7/10/2019
3131,7167,2189160,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,14/10/2019
3132,7168,2189160,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,21/10/2019
3133,7169,2189160,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,20/11/2019
3134,7190,2189306,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,24/06/2019
3135,7191,2189306,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,31/07/2019
3136,7192,2189306,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,6/08/2019
3137,7193,2189306,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,12/08/2019
3138,7194,2189306,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,3/09/2019
3139,7195,2189306,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,24/06/2019
3140,7196,2189306,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,31/07/2019
3141,7197,2189306,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,6/08/2019
3142,7198,2189306,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,12/08/2019
3143,7199,2189306,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,3/09/2019
3144,7210,2189354,Mitigacion Ambiental,Fecha de Convocatoria,PROGRAMADA,27/09/2017
3145,7211,2189354,Mitigacion Ambiental,Fecha de Actuaciones Preparatorias,PROGRAMADA,27/09/2017
3146,7212,2189354,Mitigacion Ambiental,Fecha de Integracion de Bases,PROGRAMADA,5/10/2017
3147,7213,2189354,Mitigacion Ambiental,Fecha de Buena Pro,PROGRAMADA,12/10/2017
3148,7214,2189354,Mitigacion Ambiental,Fecha de Suscripcion de Contrato,PROGRAMADA,2/11/2017
3149,7215,2189354,Mitigacion Ambiental,Fecha de Actuaciones Preparatorias,ACTUALIZADA,27/09/2017
3150,7216,2189354,Mitigacion Ambiental,Fecha de Convocatoria,ACTUALIZADA,27/09/2017
3151,7217,2189354,Mitigacion Ambiental,Fecha de Integracion de Bases,ACTUALIZADA,5/10/2017
3152,7218,2189354,Mitigacion Ambiental,Fecha de Buena Pro,ACTUALIZADA,12/10/2017
3153,7219,2189354,Mitigacion Ambiental,Fecha de Suscripcion de Contrato,ACTUALIZADA,2/11/2017
3154,7220,2189394,INTANGIBLES,Fecha de Actuaciones Preparatorias,PROGRAMADA,16/07/2019
3155,7221,2189394,INTANGIBLES,Fecha de Convocatoria,PROGRAMADA,16/08/2019
3156,7222,2189394,INTANGIBLES,Fecha de Integracion de Bases,PROGRAMADA,11/09/2019
3157,7223,2189394,INTANGIBLES,Fecha de Buena Pro,PROGRAMADA,6/12/2019
3158,7224,2189394,INTANGIBLES,Fecha de Suscripcion de Contrato,PROGRAMADA,30/12/2019
3159,7225,2189394,INTANGIBLES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,16/07/2019
3160,7226,2189394,INTANGIBLES,Fecha de Convocatoria,ACTUALIZADA,16/08/2019
3161,7227,2189394,INTANGIBLES,Fecha de Integracion de Bases,ACTUALIZADA,11/09/2019
3162,7228,2189394,INTANGIBLES,Fecha de Buena Pro,ACTUALIZADA,6/12/2019
3163,7229,2189394,INTANGIBLES,Fecha de Suscripcion de Contrato,ACTUALIZADA,30/12/2019
3164,7240,2189477,INTANGIBLES,Fecha de Actuaciones Preparatorias,PROGRAMADA,2/10/2019
3165,7241,2189477,INTANGIBLES,Fecha de Convocatoria,PROGRAMADA,10/10/2019
3166,7242,2189477,INTANGIBLES,Fecha de Integracion de Bases,PROGRAMADA,22/10/2019
3167,7243,2189477,INTANGIBLES,Fecha de Buena Pro,PROGRAMADA,28/10/2019
3168,7244,2189477,INTANGIBLES,Fecha de Suscripcion de Contrato,PROGRAMADA,20/11/2019
3169,7245,2189477,INTANGIBLES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,2/10/2019
3170,7246,2189477,INTANGIBLES,Fecha de Convocatoria,ACTUALIZADA,10/10/2019
3171,7247,2189477,INTANGIBLES,Fecha de Integracion de Bases,ACTUALIZADA,22/10/2019
3172,7248,2189477,INTANGIBLES,Fecha de Buena Pro,ACTUALIZADA,5/11/2019
3173,7249,2189477,INTANGIBLES,Fecha de Suscripcion de Contrato,ACTUALIZADA,29/11/2019
3174,7260,2189630,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,2/09/2019
3175,7261,2189630,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,17/09/2019
3176,7262,2189630,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,23/09/2019
3177,7263,2189630,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,4/10/2019
3178,7264,2189630,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,14/10/2019
3179,7265,2189630,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,2/09/2019
3180,7266,2189630,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,17/09/2019
3181,7267,2189630,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,23/09/2019
3182,7268,2189630,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,4/10/2019
3183,7269,2189630,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,14/10/2019
3184,7280,2189742,INTANGIBLES,Fecha de Actuaciones Preparatorias,PROGRAMADA,25/08/2019
3185,7281,2189742,INTANGIBLES,Fecha de Convocatoria,PROGRAMADA,25/09/2019
3186,7282,2189742,INTANGIBLES,Fecha de Integracion de Bases,PROGRAMADA,17/10/2019
3187,7283,2189742,INTANGIBLES,Fecha de Buena Pro,PROGRAMADA,10/12/2019
3188,7284,2189742,INTANGIBLES,Fecha de Suscripcion de Contrato,PROGRAMADA,31/12/2019
3189,7285,2189742,INTANGIBLES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,25/08/2019
3190,7286,2189742,INTANGIBLES,Fecha de Convocatoria,ACTUALIZADA,25/09/2019
3191,7287,2189742,INTANGIBLES,Fecha de Integracion de Bases,ACTUALIZADA,17/10/2019
3192,7288,2189742,INTANGIBLES,Fecha de Buena Pro,ACTUALIZADA,10/12/2019
3193,7289,2189742,INTANGIBLES,Fecha de Suscripcion de Contrato,ACTUALIZADA,31/12/2019
3194,7290,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Convocatoria,PROGRAMADA,26/06/2017
3195,7291,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Integracion de Bases,PROGRAMADA,5/07/2017
3196,7292,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Buena Pro,PROGRAMADA,18/07/2017
3197,7293,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Actuaciones Preparatorias,PROGRAMADA,26/04/2018
3198,7294,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Suscripcion de Contrato,PROGRAMADA,21/08/2018
3199,7295,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
3200,7296,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Buena Pro,ACTUALIZADA,
3201,7297,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Integracion de Bases,ACTUALIZADA,
3202,7298,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Convocatoria,ACTUALIZADA,
3203,7299,2189770,INFRAESTRUCTURA PARA LA TRANSITABILIDAD VEHICULAR Y PEATONAL,Fecha de Suscripcion de Contrato,ACTUALIZADA,
3204,7318,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Suscripcion de Contrato,PROGRAMADA,2/06/2014
3205,7319,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Actuaciones Preparatorias,PROGRAMADA,2/06/2014
3206,7320,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Integracion de Bases,PROGRAMADA,2/06/2014
3207,7321,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Convocatoria,PROGRAMADA,2/06/2014
3208,7322,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Integracion de Bases,ACTUALIZADA,2/06/2014
3209,7323,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Actuaciones Preparatorias,ACTUALIZADA,2/06/2014
3210,7324,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Convocatoria,ACTUALIZADA,2/06/2014
3211,7325,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Buena Pro,ACTUALIZADA,2/06/2014
3212,7326,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Suscripcion de Contrato,ACTUALIZADA,2/06/2014
3213,7327,2190228,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,23/10/2019
3214,7328,2190228,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,25/10/2019
3215,7329,2190228,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,11/11/2019
3216,7330,2190228,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,19/11/2019
3217,7331,2190228,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,13/12/2019
3218,7332,2190228,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,
3219,7333,2190228,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
3220,7334,2190228,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,
3221,7335,2190228,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
3222,7336,2190228,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,
3223,7357,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Actuaciones Preparatorias,PROGRAMADA,19/11/2019
3224,7358,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Convocatoria,PROGRAMADA,19/12/2019
3225,7359,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Integracion de Bases,PROGRAMADA,30/12/2019
3226,7360,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Buena Pro,PROGRAMADA,24/01/2020
3227,7361,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Suscripcion de Contrato,PROGRAMADA,17/02/2020
3228,7362,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Buena Pro,ACTUALIZADA,
3229,7363,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Suscripcion de Contrato,ACTUALIZADA,
3230,7364,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Actuaciones Preparatorias,ACTUALIZADA,
3231,7365,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Convocatoria,ACTUALIZADA,
3232,7366,2190332,ADECUADO CONDICIONES DE TRANSITABILIDAD,Fecha de Integracion de Bases,ACTUALIZADA,
3233,7367,2190369,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,24/07/2018
3234,7368,2190369,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,24/07/2018
3235,7369,2190369,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,3/10/2018
3236,7370,2190369,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,8/11/2018
3237,7371,2190369,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,10/12/2018
3238,7372,2190369,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,24/07/2018
3239,7373,2190369,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,
3240,7374,2190369,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,
3241,7375,2190369,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,
3242,7376,2190369,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,
3243,7377,2190450,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,28/10/2017
3244,7378,2190450,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,28/02/2018
3245,7379,2190450,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,4/05/2018
3246,7380,2190450,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,8/08/2018
3247,7381,2190450,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,13/09/2018
3248,7382,2190450,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,20/05/2021
3249,7383,2190450,INFRAESTRUCTURA,Fecha de Convocatoria,ACTUALIZADA,1/07/2021
3250,7384,2190450,INFRAESTRUCTURA,Fecha de Integracion de Bases,ACTUALIZADA,5/08/2021
3251,7385,2190450,INFRAESTRUCTURA,Fecha de Buena Pro,ACTUALIZADA,10/09/2021
3252,7386,2190450,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,ACTUALIZADA,15/10/2021
3253,7387,2190451,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,PROGRAMADA,20/04/2021
3254,7388,2190451,INFRAESTRUCTURA,Fecha de Convocatoria,PROGRAMADA,10/05/2021
3255,7389,2190451,INFRAESTRUCTURA,Fecha de Integracion de Bases,PROGRAMADA,1/06/2021
3256,7390,2190451,INFRAESTRUCTURA,Fecha de Buena Pro,PROGRAMADA,18/06/2021
3257,7391,2190451,INFRAESTRUCTURA,Fecha de Suscripcion de Contrato,PROGRAMADA,20/07/2021
3258,7392,2190451,INFRAESTRUCTURA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,20/04/2021
3259,7395,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Convocatoria,PROGRAMADA,28/11/2019
3260,7396,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Actuaciones Preparatorias,PROGRAMADA,28/11/2019
3261,7397,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Integracion de Bases,PROGRAMADA,5/12/2019
3262,7398,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Buena Pro,PROGRAMADA,12/12/2019
3263,7399,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Suscripcion de Contrato,PROGRAMADA,30/12/2019
3264,7400,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Integracion de Bases,ACTUALIZADA,5/11/2019
3265,7401,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Convocatoria,ACTUALIZADA,28/11/2019
3266,7402,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Actuaciones Preparatorias,ACTUALIZADA,28/11/2019
3267,7403,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Buena Pro,ACTUALIZADA,12/12/2019
3268,7404,2189888,"CONSTRUCCION DE VEREDAS, SARDINELES, SEMBRADO DE  AREAS VERDES, INSTALACION DE LUMINARIAS",Fecha de Suscripcion de Contrato,ACTUALIZADA,30/11/2020
3269,7445,2190074,INTANGIBLES,Fecha de Actuaciones Preparatorias,PROGRAMADA,7/08/2020
3270,7446,2190074,INTANGIBLES,Fecha de Convocatoria,PROGRAMADA,13/08/2020
3271,7447,2190074,INTANGIBLES,Fecha de Integracion de Bases,PROGRAMADA,20/08/2020
3272,7448,2190074,INTANGIBLES,Fecha de Buena Pro,PROGRAMADA,25/08/2020
3273,7449,2190074,INTANGIBLES,Fecha de Suscripcion de Contrato,PROGRAMADA,31/08/2020
3274,7450,2190074,INTANGIBLES,Fecha de Actuaciones Preparatorias,ACTUALIZADA,5/08/2020
3275,7451,2190074,INTANGIBLES,Fecha de Convocatoria,ACTUALIZADA,14/08/2020
3276,7452,2190074,INTANGIBLES,Fecha de Integracion de Bases,ACTUALIZADA,3/09/2020
3277,7453,2190074,INTANGIBLES,Fecha de Buena Pro,ACTUALIZADA,17/09/2020
3278,7454,2190074,INTANGIBLES,Fecha de Suscripcion de Contrato,ACTUALIZADA,8/10/2020
3279,7465,2190226,sistema de gestion presupuestaria de planillas del sector público,Fecha de Buena Pro,PROGRAMADA,2/06/2014
3280,7570,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Actuaciones Preparatorias,PROGRAMADA,23/09/2020
3281,7571,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Convocatoria,PROGRAMADA,23/11/2020
3282,7572,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Integracion de Bases,PROGRAMADA,1/12/2020
3283,7573,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Buena Pro,PROGRAMADA,15/12/2020
3284,7574,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Suscripcion de Contrato,PROGRAMADA,15/01/2021
3285,7575,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Actuaciones Preparatorias,ACTUALIZADA,23/09/2020
3286,7576,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Convocatoria,ACTUALIZADA,23/11/2020
3287,7577,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Integracion de Bases,ACTUALIZADA,1/12/2020
3288,7578,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Buena Pro,ACTUALIZADA,15/12/2020
3289,7579,2186811,Existencia de infraestructura vial adecuada (Diseño y construccion de pavimento adecuado para el tránsito vehicular peatonal + obras de arte y construccion de veredas).,Fecha de Suscripcion de Contrato,ACTUALIZADA,15/01/2021
3290,7580,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Actuaciones Preparatorias,PROGRAMADA,6/07/2017
3291,7581,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Convocatoria,PROGRAMADA,6/07/2017
3292,7582,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Integracion de Bases,PROGRAMADA,21/08/2017
3293,7583,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Buena Pro,PROGRAMADA,6/10/2017
3294,7584,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Suscripcion de Contrato,PROGRAMADA,10/10/2017
3295,7585,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Actuaciones Preparatorias,ACTUALIZADA,6/07/2017
3296,7586,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Convocatoria,ACTUALIZADA,6/07/2017
3297,7587,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Integracion de Bases,ACTUALIZADA,21/08/2017
3298,7588,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Buena Pro,ACTUALIZADA,6/10/2017
3299,7589,2186824,INFRAESTRUCTURA SANITARIA,Fecha de Suscripcion de Contrato,ACTUALIZADA,12/10/2017
3300,7600,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Actuaciones Preparatorias,PROGRAMADA,16/08/2017
3301,7601,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Convocatoria,PROGRAMADA,17/08/2017
3302,7602,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Integracion de Bases,PROGRAMADA,25/08/2017
3303,7603,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Buena Pro,PROGRAMADA,31/08/2017
3304,7604,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Suscripcion de Contrato,PROGRAMADA,7/09/2017
3305,7605,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Actuaciones Preparatorias,ACTUALIZADA,16/08/2017
3306,7606,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Convocatoria,ACTUALIZADA,17/08/2017
3307,7607,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Integracion de Bases,ACTUALIZADA,25/08/2017
3308,7608,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Buena Pro,ACTUALIZADA,31/08/2017
3309,7609,2186946,I  - II - III ETAPA TRANSITABILIDAD VIAL Y PEATONAL,Fecha de Suscripcion de Contrato,ACTUALIZADA,7/09/2017
3310,7610,2187011,MEJORAMIENTO DEL SERVICIO EDUCATIVO,Fecha de Actuaciones Preparatorias,PROGRAMADA,1/10/2020
