,CodItem,DesCubItem
6194,155913,INTERRUPTOR TERMOMAGNETICO TIPO RIEL DE 2 X 25 A
6195,155921,INTERRUPTOR TERMOMAGNETICO TIPO EMGRAMPE DE 2 X 40 A
6196,155998,INTERRUPTOR AUTOMATICO DE VACIO 12 KV 350 A 60 Hz 300 MVA
6197,156054,INTERRUPTOR DIFERENCIAL DE 2 X 30 A
6198,156090,INTERRUPTOR DIFERENCIAL DE 2 X 16 A
6199,156266,TERMINAL DE CABLE TIPO COMPRESION DE COBRE DE 35 mm2
6200,156290,CONECTOR DE TUBO A CAJA DE PVC SAP DE 3/4 in CON ROSCA
6201,156448,FUSIBLE 250 V 3A
6202,156450,FUSIBLE X 10 A
6203,156452,FUSIBLE 15 A 12 V
6204,156458,FUSIBLE X 60 A
6205,156490,"FUSIBLE 0,8 A"
6206,156491,FUSIBLE 1 A
6207,156503,FUSIBLE 2 A 250 V
6208,156510,FUSIBLE AGC 6 A
6209,156512,"FUSIBLE 0,50 A"
6210,156625,FUSIBLE NH 630A - 220 V
6211,156708,FUSIBLE NH00 500 V 100 A
6212,156720,FUSIBLES DE VIDRIO 25 A
6213,156776,FUSIBLE 5 A
6214,156907,PORTA FUSIBLE PARA POSTES
6215,156922,PORTA FUSIBLE TIPO NH
6216,157252,AMORTIGUADOR ANTIVIBRACION PARA CABLE ALUMINIO AAAC-120
6217,157340,ADAPTADOR TRIPLE
6218,157347,ADAPTADOR DE ENCHUFE DE TOMACORRIENTE DOBLE TIPO CLAVIJA DE 2 PINES
6219,157356,ADAPTADOR PVC 4 in A 2 in
6220,157357,ADAPTADOR DE 12 V
6221,157358,ADAPTADOR DE ENCHUFE DE TOMACORRIENTE SIMPLE TIPO CLAVIJA DE 3 PINES REDONDO A 2 PINES PLANO
6222,157360,ADAPTADOR  DE  500 V
6223,157361,ADAPTADOR 220-110 V
6224,157398,ARRANCADOR MONOFASICO DE 1/2 HP 220 V 30 A PARA ELECTROBOMBA
6225,157423,ARRANCADOR TRIFASICO DE 5.7 HP 220 V 14.8 A PARA ELECTROBOMBA
6226,157752,FAROL ESFERICO DE METACRILATO CRISTAL CON ARO DE ALUMINIO EXTRUIDO
6227,157914,FOCO DE TONOMETRO DE APLANACION
6228,158034,FOCO DE 30 W 12 V PARA PERIMETRO Y TOMOGRAFO CON BASE Y TARJETA
6229,158050,FOCO DE 50 W 22.8 V PARA LAMPARA CIALITICA
6230,158331,LAMPARA EMERGENCIA A BATERIA
6231,158357,LAMPARA LUZ DE EMERGENCIA 2 FAROS
6232,158371,LAMPARA PARA PROYECTOR MULTIMEDIA
6233,158483,LAMPARA 560 V PARA FOTOESTIMULADOR
6234,158562,LAMPARA REFLECTORA 400 W 220 V
6235,158563,LAMPARA HALOGENA DE 50 W 8 V PARA LECTOR DE ELISA
6236,158627,LAMPARA TIPO REFLECTOR 220 V 1000 W
6237,158661,LINTERNA DE MANO CON BATERIA RECARGABLE
6238,158678,LUMINARIA DE VAPOR DE SODIO DE ALTA PRESION DE 70 W
6239,158683,LUMINARIA DE HALOGENURO METALICO DE 70 W PARA TECHO
6240,158693,LUMINARIA DE VAPOR DE SODIO DE ALTA PRESION DE 250 W
6241,158696,LUMINARIA DE VAPOR DE SODIO DE ALTA PRESION DE 50 W
6242,158906,TRANSFORMADOR DE CORRIENTE DE 0.5 A CLASE  0.5
6243,158912,TRANSFORMADOR DE CORRIENTE DE 60 A CLASE 0.2
6244,159073,ESTRUCTURA DE SOPORTE DE ACERO PARA LUMINARIA DE 6.00 m X 90 cm X 1.20 m
6245,159119,FARO NEBLINERO HALOGENO AMARILLA DE 100 W
6246,159155,CIRCULINA DE LUCES PARA VEHICULO DE PATRULLAJE POLICIAL
6247,159171,MECHA PARA MECHERO DE ALCOHOL BUNSEN
6248,159172,ARTEFACTO ASIMETRICO 1 X 28 W PARA ADOSAR LAMPARA COLOR GRIS
6249,159230,PINCEL REDONDO DE CERDA BLANCA N  16
6250,159237,PINCEL PLANO DE PELO DE CAMELLO N  24
6251,159340,TEMPERA CLASICA DE 250 ml APROX. COLOR ROJO
6252,159355,TEMPERA CLASICA DE 250 ml APROX. COLOR AMARILLO
6253,159357,TEMPERA CLASICA DE 250 ml APROX. COLOR BLANCO
6254,159444,CONTROLADOR DE CARGA  DE PANEL SOLAR 40 A
6255,159446,MAQUETA MANIQUI EDUCATIVO DEL CUERPO HUMANO
6256,159489,LAMINA EDUCATIVA DESCRIPTIVA JUEGO X 12
6257,159495,MATERIAL DIDACTICO SET DE ESTIMULACION X 19 PIEZAS
6258,159496,PISCINA DE PELOTAS CIRCULAR DE ESPUMA DE POLIURETANO DE 150 cm APROX.
6259,159516,SONAJA
6260,159525,MATERIAL EDUCATIVO-SISIRIDASARA
6261,159590,JUEGOS DIDACTICOS DE HORA
6262,159659,SACOS DE ARENA EN FORMA DE TORTUGA (BEAN BAG ZOO ANIM
6263,159686,MATERIAL DIDACTICO DE ESTIMULACION X 10 PIEZAS
6264,159687,MATERIAL DIDACTICO DE EQUILIBRIO X 10 PIEZAS
6265,159693,SET DE ESTIMULACION DE 19 PIEZAS
6266,159777,CUADRADOS INTEGRADOS FRUTAS/ VERDURAS
6267,159830,PITO
6268,159852,JUEGO DIDACTICO DE BLOQUES DE CONSTRUCCION DE MADERA X 44 PIEZAS
6269,159881,SEPARATA DE FRUTAS Y VERDURAS
6270,159882,SEPARATA DE PRENDAS DE VESTIR
6271,159886,GLOBO TERRAQUEO
6272,160003,PELOTA DE PLASTICO PARA USO TERAPEUTICO DE 6 cm APROX.
6273,160039,ALFABETO DIDACTICO DE LETRAS MOVILES
6274,160059,JUEGO DIDACTICO DE ENCAJE CONCENTRICO DE PLASTICO X 6 PIEZAS
6275,160132,MODULO DE TEST DE EVALUACION
6276,160247,TEST BASC SISTEMA DE EVALUACION CONDUCTUAL
6277,160376,BATERIA PARA EVALUACION DE DESARROLLO DEL NINO DE 0 A 30 MESES
6278,160466,"JUEGO DE BATERIAS DE EVALUACION DE CRECIMIENTO TEPSI, EEDP Y PAUTA BREVE"
6279,160467,BATERIA PARA EVALUACION DEL DESARROLLO PSICOMOTOR
6280,160476,TEST DE DESARROLLO PSICOMOTOR - BATERIA PB MENORES DE 5 ANOS
6281,160496,COCINA A LENA
6282,160500,COCINA A KEROSENE SEMI INDUSTRIAL DE 2 HORNILLAS
6283,160509,MARMITA DE 300 l
6284,160511,MARMITA DE 100 l
6285,160513,MARMITA DE 500 l
6286,160638,BOBINA DE ENCENDIDO PARA MOTOPULVERIZADOR
6287,160654,JUNTA DE CILINDRO PARA MOTOPULVERIZADORA
6288,160661,BOTON DE ARRANQUE PARA MOTOPULVERIZADORA
6289,160704,AZUFRE EN POLVO SECO X 25 Kg
6290,160840,DESINFECTANTE PARA CONTROL DE BACTERIAS
6291,160841,RODENTICIDA QUIMICO EN BLOQUE
6292,160870,VAMPIRICIDA ACETOMIL BENZIL + HIDROXI-CUMARINA AL 2.0% + 98%
6293,160891,JABON LIQUIDO PARA LAVAR PLANTAS X 1 L
6294,160904,MALLA DE ACERO INOXIDABLE TIPO MOSQUITERO DE 90 cm DE ANCHO
6295,160942,INSECTICIDA AGRICOLA DICROTOFOS AL 85 % CONCENTRADO SOLUBLE (SL)
6296,160949,INSECTICIDA AGRICOLA LAMBDACIALOTRINA AL 10% SUSPENSION CONCENTRADA (SC)
6297,160990,INSECTICIDA AGRICOLA CLORPIRIFOS AL 2.5.% POLVO SECO (DP)
6298,160993,INSECTICIDA AGRICOLA CLORPIRIFOS AL 48 % CONCENTRACION EMULSIONABLE (EC)
6299,161039,ACEITE VEGETAL 93% CONCENTRADO EMULSIONABLE (EC) 1 L
6300,161056,PASTILLA DPD N  1 PARA CLORO LIBRE
6301,161061,DPD EN POLVO PARA CLORO LIBRE EN MUESTRAS DE 10 mL
6302,161082,REACTIVO PARA DETERMINACION DE DEMANDA QUIMICA DE OXIGENO EN AGUAS 0-150 mg/L X 10 mL
6303,161084,DPD EN POLVO PARA CLORO LIBRE EN MUESTRAS DE 10 mL X 1000 TEST
6304,161295,ACETONITRILO PARA HPLC X 4 L
6305,161350,NITRATO DE AMONIO P.A.
6306,161357,SILICATO DE CALCIO
6307,161438,REACTIVO DE EXTRACCION DE ADN EN PLANTAS X 200 mL
6308,161471,CLORURO FERRICO Q.P. X 250 g
6309,161478,ACIDO SULFOSALICILICO 10% X 250 mL
6310,161562,SOLUCION TAMPON (BUFFER) PH 4 PARA POTENCIOMETRO
6311,161587,SOLUCION DE CALIBRACION DE CONDUCTIVIDAD P/MEDIDOR MULTIPARAMETRO CALIDAD AGUA 1000 Us/cm X 100 mL
6312,161727,COLORANTE HEMATOXILINA HARRIS
6313,161734,COLORANTE HEMATOXILINA X 25 g
6314,161770,COLORANTE AZUL DE METILENO
6315,161862,COLORANTE ZIEHL NEELSEN
6316,161903,BILIRRUBINA TOTAL X 100 DETERMINACIONES
6317,161910,COLESTEROL HDL X 100 DETERMINACIONES
6318,161925,FERRITINA
6319,161930,ACIDO URICO ENZIMATICO X 100 DETERMINACIONES
6320,161940,AMILASA
6321,161953,BILIRRUBINA TOTAL Y DIRECTA
6322,161956,BILIRRUBINA DIRECTA AUTOMATIZADA
6323,161986,GLUCOSA ENZIMATICA
6324,161991,GLUCOSA ENZIMATICA X 100 DETERMINACIONES
6325,162003,HORMONA FOLICULO ESTIMULANTE (FSH)
6326,162008,HORMONA PROGESTERONA
6327,162063,HORMONA DE CRECIMIENTO
6328,162070,COLESTEROL TOTAL ENZIMATICO X 400 DETERMINACIONES
6329,162079,REACTIVO PARA ELECTROLITOS SANGUINEOS
6330,162098,HEMOGLOBINA GLICOSILADA X 40 DETERMINACIONES
6331,162108,HORMONA GONADOTROFINA CORIONICA (HCG) SUB UNIDAD BETA CUANTITATIVA X 96 DETERMINACIONES
6332,162122,COLESTEROL HDL DIRECTO X 100 DETERMINACIONES
6333,162128,REACTIVO HEMOGLOBINA GLICOSILADA
6334,162135,CREATINA KINASA CK-MB CINETICA AUTOMATIZADA
6335,162177,ALBUMINA ENZIMATICA
6336,162228,POLIPEPTIDO NATRIURETICO TIPO B (NR-PRO-BNP)
6337,162232,REACTIVO PARA GASES ELECTROLITOS Y METABOLITOS SANGUINEOS ARTERIALES X 800 DETERMINACIONES
6338,162276,AIRE COMPRIMIDO
6339,162277,OXIGENO INDUSTRIAL GAS X 10 m3
6340,162315,AIRE MEDICINAL
6341,162324,GRUPO SANGUINEO ABO-RH GLOBULAR Y SERICO X 360 DETERMINACIONES
6342,162325,SUERO ANTI  IgG MONOESPECIFICO
6343,162326,PRUEBA DE RASTREO DE ANTICUERPOS IRREGULARES ANTIERITROCITARIOS
6344,162333,SUERO ANTI C (MAYUSCULA) X 10 mL
6345,162360,DOSAJE DE DIMERO CUANTITATIVO X 30 DETERMINACIONES
6346,162373,SISTEMA DE IDENTIFICACION + ANTIBIOGRAMA DE ENTEROBACTERIAS X 25 DETERMINACIONES
6347,162377,SISTEMA DE IDENTIFICACION DE BACTERIAS GRAM NEGATIVAS
6348,162385,PETIDINA CLORHIDRATO
6349,162440,METIL PARABENO Q.P. X 1 kg
6350,162482,BENTONITA GRANULADA
6351,162530,CARBOXI METIL CELULOSA
6352,162548,POLIELECTROLITO CATIONICO
6353,162549,POLIELECTROLITO ANIONICO
6354,162560,ADITIVO LIQUIDO ANTIINCRUSTANTE PARA CALDERO
6355,162578,CLORO GRANULADO 30% X 25 Kg
6356,162584,AZITROMICINA EN POLVO X 4 g
6357,162655,DISCO DE SENSIBILIDAD DE AMFOTERICINA B
6358,162743,PROBIOTICO PARA ADICION DE ALIMENTO EN CULTIVO X 1 kg
6359,162745,CEPA PSEUDOMONAS AERUGINOSA NCTC 10332
6360,162746,PRUEBA RAPIDA PARA ANTIGENO PROSTATICO ESPECIFICO (PSA) TOTAL METODO CASETE SUERO/PLASMA/SANGRE TOTAL
6361,162747,CEPA LACTOBACILLUS CASEI NCIMB 10463
6362,162871,MATERIAL DE REFERENCIA DE HARINA DE TRIGO
6363,162926,CELULAS H9-NIH
6364,162943,CONTEO DE LINFOCITOS CD4/CD8 (INCLUYE BUFER Y CONTROLES)
6365,162956,KIT DE EXTRACCION DE ADN A PARTIR DE TEJIDOS X 250 DETERMINACIONES
6366,163050,REACCION EN CADENA DE LA POLIMERASA (EXAMEN SEROLOGICO - ENZIMATICO) - PCR CUANTITATIVO
6367,163080,PRUEBA RAPIDA PARA VIH 1-2 X 25 DETERMINACIONES
6368,163099,PRUEBA RAPIDA PARA VIH 1-2 X 30 DETERMINACIONES
6369,163102,VIH 1-2 X 20 DETERMINACIONES
6370,163120,PRUEBA RAPIDA PARA VIH 1-2
6371,163128,PRUEBA RAPIDA PARA VIH 1-2 EN CASSETTE X 20 DETERMINACIONES
6372,163139,SOLUCION NO IONICA AL 5% PH 6.5 -7.5
6373,163140,PRUEBA RAPIDA PARA VIH 1-2 X 20 DETERMINACIONES
6374,163209,MEZCLA ENZIMATICA PARA LA PURIFICACION DE PRODUCTOS DE PCR X 500 REACCIONES
6375,163218,KIT DE EXTRACCION DE ARN VIRAL X 250 DETERMINACIONES
6376,163258,MEZCLA DE REACCION PARA PCR EN TIEMPO REAL X 200 REACCIONES
6377,163259,KIT PARA PURIFICACION DE SECUENCIAMIENTO BIGDYE TERMINATOR X 20 mL
6378,163262,REACTIVO DE ANALISIS AUTOMATIZADO DE ORINA (BIOQUIMICA + CITOLOGICA)
6379,163278,PRUEBA RAPIDA PARA TOXINA CLOSTRIDIUM DIFFICILE X 25 DETERMINACIONES
6380,163284,"ANTICUERPO ANTI MYCOBACTERIUM TUBERCULOSIS IgA,  IgG e IgM ELISA"
6381,163297,PRUEBA RAPIDA PARA DETECCION DE ANTICUERPO ANTI LEPTOSPIRA IgG/IgM X 30 DETERMINACIONES
6382,163304,PRUEBA RAPIDA PARA HEPATITIS C X 100 DETERMINACIONES
6383,163305,PRUEBA RAPIDA PARA HEPATITIS B HBeAg/HBsAg
6384,163312,KIT DE TIPIFICACION MOLECULAR DE HLA-A GENOMICO POR SEC.OLIGONUCLEOTIDOS(SSO) X 20 DETERMINACIONES
6385,163336,"SISTEMA PARA DETECCION Y CUANTIFICACION DE LA EXPRESION GENICA DE LA T (9,22) X 100 DETERMINACIONES"
6386,163340,SISTEMA PARA DETECCION DE MUTACIONES DEL GEN KRAS X 100 DETERMINACIONES
6387,163361,SISTEMA INTEGRADO DE GENOTIPAJE DEL VIRUS PAPILOMA HUMANO X 48 DETERMINACIONES
6388,163364,SONDA PARA HIBRIDACION IN SITU DE EPSTEIN BARR VIRUS (EBER) X 1 mL
6389,163374,PANEL ANTICUERPO HLA CLASE I X 96 DETERMINACIONES
6390,163380,PRUEBA RAPIDA PARA DETECTAR SANGRE OCULTA EN HECES
6391,163389,ANTICUERPO ANTI LEPTOSPIRA IgG ELISA
6392,163393,MEZCLA DE REACCION PARA PCR EN TIEMPO REAL X 2000 REACCIONES
6393,163532,MEDIO DE CULTIVO CALDO ENRIQUECIDO PARA LISTERIA
6394,163620,MEDIO DE CULTIVO BASE LOWENSTEIN-JENSEN
6395,163712,HEMOCULTIVO PARA ANAEROBIOS CON RESINAS BARREDORAS DE ANTIBIOTICOS X 500 g
6396,163745,MEDIO PARA HEMOCULTIVO ADULTO AUTOMATIZADO EN FRASCO
6397,163746,MEDIO PARA HEMOCULTIVO PEDIATRICO AUTOMATIZADO
6398,163788,REACTIVO AZUCAR INVERTIDO
6399,163835,AGAR SABORAUD CON ANTIBIOTICOS
6400,163842,AGAR TSI (TRIPLE AZUCAR HIERRO)
6401,163875,HEMOCULTIVO MONOFASICO ADULTO X 500 g
6402,163881,AGAR BASE
6403,163884,MEDIO DE TRANSPORTE PARA CULTIVO
6404,163896,MEDIO DE CULTIVO CELULAR X 100 mL
6405,164037,AGAR MEDIO STUART
6406,164059,MEZCLA DE AMINOACIDOS ESENCIALES X 100 g
6407,164067,MEDIO DE CULTIVO PARA CROMOSOMA
6408,164090,CALDO TRIPTOSA FOSFATO (TPB)
6409,164095,MEDIO PARA HEMOCULTIVO AEROBICO ADULTO AUTOMATIZADO EN FRASCO
6410,164096,MEDIO PARA HEMOCULTIVO AEROBICO PEDIATRICO AUTOMATIZADO EN FRASCO
6411,164133,MEDIO DE CULTIVO MIDDLEBROOK OADC
6412,164135,MEDIO DE CULTIVO PARA MICROALGAS
6413,164141,MEDIO DE CULTIVO PB MAX
6414,164230,MEDIO DE TRANSPORTE VIRAL TUBO DE 16x100mm
6415,164244,MEDIO DE CULTIVO CALDO PARA HEMOCULTIVO ADULTO
6416,164352,SUERO CONTROL DE PARACOCCIDIOIDES PARA INMUNODIFUSION X 1 mL
6417,164353,SUERO CONTROL DE HISTOPLASMA PARA INMUNODIFUSION HISTOPLASMA ID SERUM CONTROL X 1 mL
6418,164358,SUERO CONTROL ASPERGILLUS FUMIGATUS
6419,164413,SUERO CONTROL POSITIVO EHRLICHIA X 150 uL
6420,164418,SUERO CONTROL POSITIVO BARTONELLA
6421,164424,SUERO CONTROL DE CALIDAD NIVEL 2 PARA ANALIZADOR DE GASES Y ELECTROLITOS X 10 mL
6422,164447,CANANA DE LUCES
6423,164480,CABLE DE VIDEO DATA CON FILTRO DE 10 m
6424,164538,TUBO FOTOMULTIPLICADOR HAMATSU MOD.456
6425,164581,SOMBRILLA DE METAL
6426,164597,PELICULA FOTOGRAFICA DE 36 TOMAS
6427,164726,ACEITE DE SILICONA
6428,164819,CABALLETE DE MADERA PARA DIBUJO
6429,164863,ELECTRODO DE SOLDADURA E6011 DE 1/8 in
6430,164871,SOLDADURA ELECTRICA 6011 DE 1/8 in
6431,164997,CINCEL DE PUNTA DE 3/4 in
6432,165050,ESTABILIZADOR DE ACERO DE 17 1/2 in X 1.50 m CON 4 ALETAS PARA PERFORACION DE POZOS
6433,165073,CAVADOR PARA HOYOS EN TIERRA
6434,165104,SERRUCHO DE 14 in
6435,165179,TRONQUEL DE PLASTICO PARA PERFORAR TUBERIAS DE 3 in
6436,165181,CUCHILLA CORTA CABLES TIPO HOZ
6437,165245,ESCOFINA PARA HERRADO DE 50 cm X 4.5 cm
6438,165500,MARTILLO DE 12 in CON UNA SACACLAVO PARA CARPINTERO
6439,165501,MARTILLO DE ACERO PARA PERFORACION DE POZOS
6440,165515,MARTILLO DE BOLA DE ACERO DE 20 oz CON MANGO DE MADERA
6441,165718,ALICATE CORTE DIAGONAL DE 6 1/2 in 1000 V AISLADO PROFESIONAL
6442,165743,LLANTA PARA CARRETILLA TIPO BUGUI DE 38 cm CON CAMARA Y RODAMIENTO
6443,165780,CAJA PARA HERRAMIENTAS DE FIERRO DE 19 in
6444,165812,CAJA DE HERRAMIENTAS DE PLASTICO DE 26 in X 11 in X 11 in
6445,165841,JUEGO DE HERRAMIENTAS PARA RESCATE X 6 PIEZAS
6446,166033,MALLA METALICA PARA MAQUINA DUPLICADORA
6447,166086,LAMINA DE SEGURIDAD PARA PROTECCION DE RESULTADOS ELECTORALES DE 6 cm X 18 cm
6448,166087,TACO CON PUNO DE MADERA DE 10 cm X 14 cm
6449,166102,TARJETA DE PVC DE 5.4 cm X 8.6 cm
6450,166110,REGULADOR DE AIRE 0-200 PSI PARA COMPRESOR DE AIRE
6451,166163,MOTOR ELECTRICO TRIFASICO DE 2 HP 220 V PARA CALDERO
6452,166188,CONTROL MANUAL DE PRESION  DE 0 A 180 C
6453,166415,MANOMETRO 3 in DE DIAL DE 0 A 300 PSI TIPO PANEL
6454,166458,DISPOSITIVO DE LIGACION HORQUILLA - PIN EN ACERO ASTM PARA VASTAGO DE IZAJE 2 1/4 in
6455,166592,RUEDA DE ACERO SAE 1045 DE 150 mm X 2 in PARA COMPUERTA TIPO VAGON
6456,166628,GASOMETRO DE GEOMENBRAMA DE PVC DE 60 mm PARA EQUIPO DE BIODIGESTOR
6457,166692,FILTRO DE TEFLON 47 mm X 5 MICRA PARA EQUIPO ANALIZADOR GASES SO2
6458,166850,SELLO MECANICO DE 1 in
6459,166853,SELLO MECANICO DE 7/8 in
6460,166856,SELLO MECANICO DE 1 3/8 in
6461,166859,MOTOR TRIFASICO DE 3 HP PARA BOMBA DE AGUA
6462,166863,PURIFICADOR DE AGUA
6463,166868,SELLO DE CAUCHO ESTIRENO BUTADIENO DE 27 mm X 60 mm X 8 mm PARA COMPUERTA
6464,166878,REGULADOR DE VACIO PARA DOSIFICAR CLORO GAS DE EQUIPO CLORINADOR
6465,166880,INYECTOR CON VALVULA CHECK DE 1000 PPD CON BRIDAS PARA TUBERIA DE 2 in PARA SISTEMA DE CLORACION
6466,166882,ANILLO DE COMPRESION MEDIANO
6467,166884,ANILLO DE SOPORTE TRASERO
6468,166891,INYECTOR COMPLETO
6469,166895,BOMBA DE AGUA PARA MOTOR DE GRUPO ELECTROGENO
6470,167057,ENFRIADOR DE ACEITE DE MOTOR PARA GRUPO ELECTROGENO DE 56 KW
6471,167059,INTERRUPTOR DE PRESION DE ACEITE DE MOTOR DE 12 V PARA GRUPO ELECTROGENO
6472,167090,CASQUILLO ACERO SAE 1020 PARA COJINETE DE EMPUJE DE 25 cm PARA TURBINA DE CENTRAL HIDROELECTRICA
6473,167126,ADAPTADOR DE PUNTA PARA EXCAVADORA HIDRAULICA
6474,167128,BOMBA DE AGUA PARA MOTOR DE EXCAVADORA HIDRAULICA
6475,167129,MOTOR ELECTRICO PARA EXCAVADORA
6476,167439,ANILLO DE RETENCION DE INYECTOR DE TRACTOR ORUGA
6477,167454,RODILLO SUPERIOR SIMPLE PARA TRACTOR ORUGA
6478,168173,BOMBA HIDRAULICA PARA CARGADOR FRONTAL
6479,168334,CAMISETA DE CILINDRO DE MOTOR DE CARGADOR FRONTAL
6480,168385,PROTECTOR DE SISTEMA DE RODAMIENTO DE MOTONIVELADORA
6481,168498,MARCADOR DE PRESION DE ACEITE HIDRAULICO PARA RETROEXCAVADORA
6482,168780,BOCAMAZA DE RUEDA DELANTERA PARA MOTONIVELADORA
6483,169302,EQUIPO UPS DE 8 KVA
6484,169304,EQUIPO UPS DE 30 KVA
6485,169307,ANALIZADOR DE CALIDAD DE LA ENERGIA ELECTRICA
6486,169308,ANALIZADOR DE ELECTROBISTURI AUTOMATIZADO
6487,169309,ANALIZADOR DE SEGURIDAD ELECTRICA DIGITAL
6488,169314,CARGADOR DE BATERIA EN GENERAL
6489,169344,CONTROLADOR LOGICO PROGRAMABLE - PLC
6490,169345,CONVERTIDOR DE CORRIENTE
6491,169346,CONVERTIDOR DE TENSION CA EN TENSION CONTINUA - SISTEMA RECTIFICADOR DC TIPO MODULAR 220VAC/48VDC
6492,169351,EQUIPO DE ALARMA Y PROTECCION
6493,169352,SISTEMA CERCO ELECTRICO
6494,169355,EQUIPO DE LUCES PORTATIL
6495,169357,EQUIPO SECUENCIADOR DE CUATRO POSICIONES
6496,169371,FUENTE DE PODER VARIABLE 0-30 V 0-3 A
6497,169380,GENERADOR DE OZONO
6498,169381,GENERADOR DE NITROGENO DE 600 LPH
6499,169382,GENERADOR ELECTRICO DE 10 KW
6500,169383,GENERADOR ELECTRICO 5000 W
6501,169389,GRUPO ELECTROGENO DE 15 KVA
6502,169391,GRUPO ELECTROGENO TRIFASICO DE 32 KW
6503,169392,GRUPO ELECTROGENO DE 70 KVA
6504,169393,GRUPO ELECTROGENO DE 150 KVA
6505,169394,GENERADOR ELECTRICO MONOFASICO DE 1.6 KW
6506,169400,GRUPO ELECTROGENO TRIFASICO DE 240 KW
6507,169401,GRUPO ELECTROGENO DE 500 KVA
6508,169402,GRUPO ELECTROGENO DE 20 KVA
6509,169403,GRUPO ELECTROGENO DE 56 KVA
6510,169404,GRUPO ELECTROGENO TRIFASICO DE 68 KW
6511,169405,GRUPO ELECTROGENO TRIFASICO DE 10 KVA
6512,169406,GRUPO ELECTROGENO DE 120 KW
6513,169416,MEDIDOR DIGITAL DE CAMPO ELECTROMAGNETICO TRIAXIAL
6514,169426,REGISTRADOR DE CALIDAD DE TENSION
6515,169432,SIMULADOR MULTIPARAMETRO DE PACIENTE
6516,169434,SISTEMA DE MONITOREO Y CONTROL REMOTO DE AMBIENTE
6517,169435,SISTEMA DE SEGURIDAD DE CO2/LN2 - CO2/LN2 BACKUP SYSTEM
6518,169437,SUBESTACION ELECTRICA
6519,169447,TABLERO DE CONTROL ELECTRICO TRIFASICO CON 8 LLAVES
6520,169463,TABLERO ELECTRICO DE CONTROL DE 3 FASES 60 HP
6521,169473,TORRE METALICA
6522,170090,AFICHE SEGURIDAD VIAL SENALES REGULADORAS
6523,170091,AFICHE SEGURIDAD VIAL SENALES PREVENTIVAS
6524,170092,AFICHE SEGURIDAD VIAL SENALES INFORMATIVAS
6525,170117,CARTILLA EDUCATIVA
6526,170120,CARTILLA DE INSTRUCCIONES
6527,170184,CARTILLA INFORMATIVA
6528,170195,CARTILLA DE CONSTRUYENDO CON LADRILLO
6529,170285,CINTA ADHESIVA IMPRESA CON LOGOTIPO DE 2 in X 110 yd
6530,170295,LAMINA EDUCATIVA DE FECHAS CIVICAS
6531,170301,LLAVERO PUBLICITARIO
6532,170479,PETITORIO NACIONAL DE MEDICAMENTOS ESENCIALES
6533,170573,LAMINA PARA ROTAFOLIO DE ALIMENTACION Y NUTRICION
6534,170584,CALENDARIO DE PARED
6535,170758,FOTOGRAFIA DE 7.7 in X 11.5 in
6536,170795,CERTIFICADO DE PARTICIPACION EN EVENTOS PROMOCIONALES
6537,171328,FORMATO DE USO DE MATERIAL MEDICO
6538,171387,VALE DE HERRAMIENTAS
6539,171403,FORMATO DE SOLICITUD DE PEDIDO DE ALIMENTOS
6540,171491,FORMATO DE DISTRIBUCION DE ALIMENTOS
6541,171524,FORMATO DE CONSUMO DE BIENES/MATERIALES
6542,171596,FORMATO UNICO DE ATENCION DE PACIENTE
6543,171672,FORMATO DE ATENCION A BENEFICIARIOS Y MOVIMIENTO DE ALIMENTOS LOCALES
6544,171982,FORMATO DE SOLICITUD DE PEDIDO DE VIVERES DE NUTRICION
6545,172193,FORMATO DE CERTIFICADO DE ANTECEDENTES JUDICIALES
6546,172332,FORMATO DE CONTROL DE SALIDA DE ALIMENTOS
6547,172390,CARNET DE UNIVERSITARIO
6548,172429,FORMATO DE CONSUMO MENSUAL DE REACTIVOS DE LABORATORIO DE EMERGENCIA
6549,172537,FORMATO DE ATENCION AL PACIENTE
6550,172930,FORMATO DE SOLICITUD DE PEDIDO DE BIENES/MATERIALES
6551,172955,VALE BOLSA COLECTOR SANGRE
6552,173533,CARPETA DE CARTULINA FOLCOTE TAMANO OFICIO
6553,173612,SOBRE MANILA MEMBRETADO 90 g DE 40 cm X 36 cm
6554,173643,SOBRE DE CARTULINA DUPLEX PARA PLACAS RADIOGRAFICAS DE 27 cm X 34 cm
6555,173667,FOLDER DE CARTON PLASTIFICADO TAMANO A4
6556,174450,MANGO DE PLASTICO (USO ODONTOLOGICO)
6557,174465,CUERDA PARA MOTOR DE BAJA VELOCIDAD LARGO
6558,174652,ACIDO ORTOFOSFORICO GEL 37% ( ACIDO GRABADOR DE ESMALTE)
6559,174709,CHASIS PARA PELICULA RADIOGRAFICA 14 in X 14 in CON PANTALLA SENSIBLE AL VERDE
6560,174712,CHASIS PARA PELICULA RADIOGRAFICA 24 in X 30 in CON PANTALLA SENSIBLE AL VERDE
6561,174783,PANEL SENSIBLE AL TACTO PARA CINEANGIOGRAFO
6562,174787,CONTROL DE MOVIMIENTO DE MESA PARA CINEANGIOGRAFO
6563,174793,GENERADOR DE ALTA TENSION PARA EQUIPO DE RAYOS X
6564,174796,DISPARADOR DE MANO DOBLE PULSACION PARA EQUIPO DE RAYOS X
6565,174801,FUENTE DE ALTO VOLTAJE PARA CINEANGIOGRAFO
